Afghanistan,China,21
Kiribati,Singapore,5.1
Kiribati,Japan,4.6
Kiribati,Thailand,4.1
North Korea,China,91.9
South Korea,China,20.5
South Korea,Japan,11.5
South Korea,US,10.5
South Korea,Germany,4.2
South Korea,Saudi Arabia,4.1
Kosovo,Germany,12.4
Kosovo,Serbia,12.3
Kosovo,Turkey,9.6
Kosovo,China,9.1
Kosovo,Italy ,6.4
Kosovo,The Former Yugo Rep of,5.1
Kosovo,Albania,5
Kosovo,Greece,4.4
Kuwait,China,13.5
Kuwait,US,13.3
Kuwait,UAE,9.5
Kuwait,Saudi Arabia,5.8
Kuwait,Germany,5.4
Kuwait,Japan,5
Kuwait,India,4.7
Kuwait,Italy,4.5
Kyrgyzstan,China,32.6
Kyrgyzstan,Russia,24.8
Kyrgyzstan,Kazakhstan,16.4
Kyrgyzstan,Turkey,4.8
Kyrgyzstan,US,4.2
Laos,Thailand,59.1
Laos,China,21.5
Laos,Vietnam,9.8
Latvia,Lithuania,17.6
Latvia,Germany,11.7
Latvia,Poland,8.7
Latvia,Estonia,7.6
Latvia,Russia,7.1
Latvia,Netherlands,4.2
Latvia,Finland,4.2
Latvia,Italy,4
Lebanon,China,10.2
Lebanon,Italy,8.9
Lebanon,Greece,7
Lebanon,Germany,6.6
Lebanon,US,6.3
Lebanon,Turkey,4.5
Lebanon,Egypt,4.2
Lesotho,South Africa,87.2
Liberia,Singapore,29.8
Liberia,China,24.4
Liberia,South Korea,17.5
Liberia,Japan,9.4
Libya,China,13.5
Libya,Turkey,11.3
Libya,Italy,6.9
Libya,South Korea,5.9
Libya,Spain,4.8
Lithuania,Russia,13
Lithuania,Germany,12.3
Lithuania,Poland,10.6
Lithuania,Latvia,7.1
Lithuania,Italy,5.2
Lithuania,Netherlands,5.1
Lithuania,Sweden,4
Luxembourg,Belgium,32
Luxembourg,Germany,24.9
Luxembourg,France,11.1
Luxembourg,US,5.7
Luxembourg,Netherlands,4.9
Macau,China,33.9
Macau,Italy,9.3
Macau,Hong Kong,9
Macau,France,7.5
Macau,Switzerland,7.4
Macau,Japan,7.2
Macau,US,4.4
Madagascar,China,18.7
Madagascar,India,9.3
Madagascar,France,6.4
Madagascar,South Africa,5.6
Madagascar,UAE,5.3
Malawi,South Africa,20.7
Malawi,China,14.2
Malawi,India,11.6
Malawi,UAE,7
Malawi,Netherlands,4.4
Malaysia,China,19.9
Malaysia,Singapore,10.8
Malaysia,US,8.4
Malaysia,Japan,7.6
Malaysia,Thailand,5.8
Malaysia,South Korea,4.5
Malaysia,Indonesia,4.4
Maldives,UAE,17.1
Maldives,India,13.5
Maldives,Singapore,13.3
Maldives,China,10.8
Maldives,Sri Lanka,6.7
Maldives,Malaysia,6
Maldives,Thailand,4.5
Mali,Senegal,24.4
Mali,China,13.2
Mali,Cote dIvoire,9
Mali,France,7.3
Malta,Italy,23
Malta,Germany,7.9
Malta,UK,7.7
Malta,Spain,5
Malta,Canada,4.5
Malta,US,4.3
Malta,France,4.2
Mauritania,Belgium,11.5
Mauritania,UAE,11.3
Mauritania,US,9.2
Mauritania,China,7.5
Mauritania,France,7.4
Mauritania,Netherlands,6.1
Mauritania,Morocco,6
Mauritania,Slovenia,4.8
Mauritania,Vanuatu,4.7
Mauritania,Spain,4.7
Mauritius,India,17.9
Mauritius,China,15.7
Mauritius,France,11.1
Mauritius,South Africa,9.7
Mexico,US,46.4
Mexico,China,17.7
Mexico,Japan,4.3
Moldova,Romania,15.5
Moldova,Ukraine,11.4
Moldova,Russia,10.6
Moldova,China,10.4
Moldova,Germany,8.9
Moldova,Italy,6.9
Moldova,Turkey,6.1
Mongolia,China,32.6
Mongolia,Russia,28.1
Mongolia,Japan,8.4
Mongolia,US,4.8
Mongolia,South Korea,4.6
Montserrat,US,72.8
Montserrat,Trinidad and Tobago,6
Montserrat,UK,4.1
Morocco,Spain,16.7
Morocco,France,12.2
Morocco,China,9.2
Morocco,US,6.9
Morocco,Germany,6
Morocco,Italy,5.9
Morocco,Turkey,4.5
Mozambique,South Africa,36.8
Mozambique,China,7
Mozambique,UAE,6.8
Mozambique,India,6.2
Mozambique,Portugal,4.4
Namibia,South Africa,61.4
Nauru,Australia,67.5
Nauru,Fiji,9.2
Nauru,India,8.1
Nauru,Singapore,5.4
Nepal,India,70.2
Nepal,China,7.5
Netherlands,China,16.4
Netherlands,Germany,15.3
Netherlands,Belgium,8.5
Netherlands,US,6.9
Netherlands,UK,5.1
Netherlands,Russia,4.3
New Caledonia,France,24.2
New Caledonia,Singapore,13.1
New Caledonia,China,9.2
New Caledonia,Australia,7.1
New Caledonia,South Korea,5.2
New Caledonia,Malaysia,4.7
New Caledonia,NZ,4.4
New Caledonia,US,4.4
New Zealand,China,19
New Zealand,Australia,12.1
New Zealand,US,10.5
New Zealand,Japan,7.3
New Zealand,Germany,5.3
New Zealand,Thailand,4.6
Nicaragua,US,20.8
Nicaragua,China,14.3
Nicaragua,Mexico,11.1
Nicaragua,Costa Rica,7.9
Nicaragua,Guatemala,7
Nicaragua,El Salvador,5.6
Niger,France,28.8
Niger,China,14.4
Niger,Malaysia,5.7
Niger,Nigeria,5.4
Niger,Thailand,5.3
Niger,US,5.1
Niger,India,4.9
Nigeria,China,21.1
Nigeria,Belgium,8.7
Nigeria,US,8.4
Nigeria,South Korea,7.5
Nigeria,UK,4.4
North Macedonia,Germany,11.9
North Macedonia,UK,10
North Macedonia,Greece,8
North Macedonia,Serbia,7.1
North Macedonia,China,5.9
North Macedonia,Italy,5.5
North Macedonia,Turkey,4.5
North Macedonia,Bulgaria,4.3
Norway,Sweden,11.4
Norway,Germany,11
Norway,China,9.8
Norway,US,6.8
Norway,South Korea,6.7
Norway,Denmark,5.4
Norway,UK,4.7
Oman,UAE,35.5
Oman,US,27.8
Oman,Brazil,4
Pakistan,China,27.4
Pakistan,UAE,13.7
Pakistan,US,4.9
Pakistan,Indonesia,4.3
Pakistan,Saudi Arabia,4.2
Palau,US,33.4
Palau,Guam,15.8
Palau,Japan,15.7
Palau,China,13.5
Palau,South Korea,5.3
Panama,US,24.4
Panama,China,9.8
Panama,Mexico,4.9
Papua New Guinea,Australia,30.1
Papua New Guinea,China,17.3
Papua New Guinea,Singapore,10.2
Papua New Guinea,Malaysia,8.2
Papua New Guinea,Indonesia,4
Paraguay,China,31.3
Paraguay,Brazil,23.4
Paraguay,Argentina,12.9
Paraguay,US,7.4
Peru,China,22.3
Peru,US,20.1
Peru,Brazil,6
Peru,Mexico,4.4
Philippines,China,18.1
Philippines,Japan,11.4
Philippines,South Korea,8.8
Philippines,US,7.4
Philippines,Thailand,7.1
Philippines,Indonesia,6.7
Philippines,Singapore,5.9
Poland,Germany,27.9
Poland,China,8
Poland,Russia,6.4
Poland,Netherlands,6
Poland,Italy,5.3
Poland,France,4.2
Poland,Czech Republic,4
Portugal,Spain,32
Portugal,Germany,13.7
Portugal,France,7.4
Portugal,Italy,5.5
Portugal,Netherlands,5.4
Qatar,China,10.9
Qatar,US,8.9
Qatar,UAE,8.5
Qatar,Germany,8.1
Qatar,UK,5.5
Qatar,India,5.4
Qatar,Japan,5.3
Qatar,Italy,4.3
Romania,Germany,20
Romania,Italy,10
Romania,Hungary,7.5
Romania,Poland,5.5
Romania,France,5.3
Romania,China,5
Romania,Netherlands,4
Russia,China,21.2
Russia,Germany,10.7
Russia,US,5.6
Russia,Belarus,5
Russia,Italy,4.5
Russia,France,4.2
Rwanda,China,20.4
Rwanda,Uganda,11
Rwanda,India,7.2
Rwanda,Kenya,7.1
Rwanda,Tanzania,5.3
Rwanda,UAE,5.1
Saint Kitts and Nevis,US,56.8
Saint Kitts and Nevis,Trinidad and Tobago,6.8
Saint Kitts and Nevis,Cyprus,6.2
Saint Kitts and Nevis,Japan,4
Saint Lucia,US,53.3
Saint Lucia,Trinidad and Tobago,10.8
Saint Vincent and the Grenadines,US,36.8
Saint Vincent and the Grenadines,Trinidad and Tobago,19.1
Saint Vincent and the Grenadines,UK,7
Saint Vincent and the Grenadines,China,5.8
Samoa,NZ,22
Samoa,Singapore,20.7
Samoa,US,12.5
Samoa,China,10.1
Samoa,Australia,8.6
Samoa,Fiji,5.2
Sao Tome and Principe,Portugal,54.7
Sao Tome and Principe,Angola,16.5
Sao Tome and Principe,China,5.6
Saudi Arabia,China,15.4
Saudi Arabia,US,13.6
Saudi Arabia,UAE,6.5
Saudi Arabia,Germany,5.8
Saudi Arabia,Japan,4.1
Saudi Arabia,India,4.1
Saudi Arabia,South Korea,4
Senegal,France,16.3
Senegal,China,10.4
Senegal,Nigeria,8
Senegal,India,7.2
Senegal,Netherlands,4.8
Senegal,Spain,4.2
Serbia,Germany,12.7
Serbia,Italy,10
Serbia,China,8.2
Serbia,Russia,7.3
Serbia,Hungary,4.9
Serbia,Poland,4.1
Seychelles,UAE,13.4
Seychelles,France,9.4
Seychelles,Spain,5.7
Seychelles,South Africa,5
Sierra Leone,China,11.5
Sierra Leone,US,9.2
Sierra Leone,Belgium,8.8
Sierra Leone,UAE,7.7
Sierra Leone,India,7.4
Sierra Leone,Turkey,5.2
Sierra Leone,Senegal,5.1
Sierra Leone,Netherlands,4.3
Singapore,China,13.9
Singapore,Malaysia,12
Singapore,US,10.7
Singapore,Japan,6.3
Singapore,South Korea,5
Slovakia,Germany,19.1
Slovakia,Czech Republic,16.3
Slovakia,Austria,10.3
Slovakia,Poland,6.5
Slovakia,Hungary,6.4
Slovakia,South Korea,4.5
Slovakia,Russia,4.5
Slovakia,France,4.3
Slovakia,China,4.2
Slovenia,Germany,16.5
Slovenia,Italy,13.5
Slovenia,Austria,9.3
Slovenia,Turkey,5.8
Slovenia,Croatia,4.8
Slovenia,China,4.5
Solomon Islands,China,21.9
Solomon Islands,Australia,19.6
Solomon Islands,Singapore,10.7
Solomon Islands,Vietnam,7.5
Solomon Islands,NZ,6.2
Solomon Islands,Papua New Guinea,5
Solomon Islands,South Korea,4.7
Somalia,China,17.6
Somalia,India,17.2
Somalia,Ethiopia,10.5
Somalia,Oman,10.3
Somalia,Kenya,6.9
Somalia,Turkey,5.3
Somalia,Malaysia,4.1
South Africa,China,18.3
South Africa,Germany,11.9
South Africa,US,6.6
South Africa,Saudi Arabia,4.7
South Africa,India,4.7
Spain,Germany,14.2
Spain,France,11.9
Spain,China,6.9
Spain,Italy,6.8
Spain,Netherlands,5.1
Spain,UK,4
Sri Lanka,India,22
Sri Lanka,China,19.9
Sri Lanka,Singapore,6.9
Sri Lanka,UAE,5.7
Sri Lanka,Japan,4.9
Sudan,UAE,12.7
Sudan,Egypt,10.6
Sudan,India,10.5
Sudan,Turkey,10.2
Sudan,Japan,7.6
Sudan,Saudi Arabia,6
Sudan,Germany,4.6
Suriname,US,30.6
Suriname,Netherlands,14.8
Suriname,Trinidad and Tobago,11.4
Suriname,China,7.6
Sweden,Germany,18.7
Sweden,Netherlands,8.9
Sweden,Norway,7.7
Sweden,Denmark,7.2
Sweden,China,5.5
Sweden,UK,5.1
Sweden,Finland,4.7
Sweden,Belgium,4.7
Switzerland,Germany,20.9
Switzerland,US,7.9
Switzerland,Italy,7.6
Switzerland,UK,7.3
Switzerland,France,6.8
Switzerland,China,5
Syria,Russia,32.4
Syria,Turkey,16.7
Syria,China,9.5
Tajikistan,Russia,38
Tajikistan,Kazakhstan,19
Tajikistan,China,8.7
Tajikistan,Iran,4.4
Tanzania,India,16.5
Tanzania,China,15.8
Tanzania,UAE,9.2
Tanzania,Saudi Arabia,7.9
Tanzania,South Africa,5.1
Tanzania,Japan,4.9
Tanzania,Switzerland,4.4
Thailand,China,20
Thailand,Japan,14.5
Thailand,US,6.8
Thailand,Malaysia,5.4
Togo,China,27.5
Togo,France,9.1
Togo,Netherlands,4.4
Togo,Japan,4.3
Tonga,NZ,33.3
Tonga,Fiji,11.7
Tonga,US,9.8
Tonga,Singapore,9
Tonga,Australia,8.9
Tonga,China,7.9
Tonga,Japan,5.9
Trinidad and Tobago,US,23.8
Trinidad and Tobago,Russia,15.3
Trinidad and Tobago,Colombia,11.1
Trinidad and Tobago,Gabon,10.5
Trinidad and Tobago,China,7.3
Tunisia,Italy,15.8
Tunisia,France,15.1
Tunisia,China,9.2
Tunisia,Germany,8.1
Tunisia,Turkey,4.8
Tunisia,Algeria,4.7
Tunisia,Spain,4.5
Turkey,China,10
Turkey,Germany,9.1
Turkey,Russia,8.4
Turkey,US,5.1
Turkey,Italy,4.8
Turkmenistan,Turkey,24.2
Turkmenistan,Algeria,14.4
Turkmenistan,Germany,9.8
Turkmenistan,China,8.9
Turkmenistan,Russia,8
Turkmenistan,US,6.6
Tuvalu,Singapore,33.4
Tuvalu,South Korea,11.5
Tuvalu,Australia,10.8
Tuvalu,NZ,8
Tuvalu,Fiji,7.5
Tuvalu,Chile,6.1
Tuvalu,South Africa,5
Tuvalu,Japan,5
Uganda,China,17.4
Uganda,India,13.4
Uganda,UAE,12.2
Uganda,Kenya,7.9
Uganda,Japan,6.4
Uganda,Saudi Arabia,6.3
Uganda,Indonesia,4.4
Uganda,South Africa,4.1
Ukraine,Russia,14.5
Ukraine,China,11.3
Ukraine,Germany,11.2
Ukraine,Poland,7
Ukraine,Belarus,6.7
Ukraine,US,5.1
United Arab Emirates,China,8.5
United Arab Emirates,US,6.8
United Arab Emirates,India,6.6
United Kingdom,Germany,13.7
United Kingdom,US,9.5
United Kingdom,China,9.3
United Kingdom,Netherlands,8
United Kingdom,France,5.4
United Kingdom,Belgium,5
United States,China,21.6
United States,Mexico,13.4
United States,Canada,12.8
United States,Japan,5.8
United States,Germany,5
Uruguay,China,20
Uruguay,Brazil,19.5
Uruguay,Argentina,12.6
Uruguay,US,10.9
Uzbekistan,China,23.7
Uzbekistan,Russia,22.5
Uzbekistan,Kazakhstan,10.7
Uzbekistan,South Korea,9.8
Uzbekistan,Turkey,5.8
Uzbekistan,Germany,5.6
Vanuatu,Russia,35.2
Vanuatu,Australia,19.8
Vanuatu,NZ,9.8
Vanuatu,China,6.3
Vanuatu,Fiji,5.5
Venezuela,US,24.8
Venezuela,China,14.2
Venezuela,Mexico,9.5
Vietnam,China,25.8
Vietnam,South Korea,20.5
Vietnam,Japan,7.8
Vietnam,Thailand,4.9
Yemen,UAE,12.2
Yemen,China,12.1
Yemen,Turkey,8.7
Yemen,Brazil,7.3
Yemen,Saudi Arabia,6.5
Yemen,Argentina,5.5
Yemen,India,4.7
Zambia,South Africa,28.2
Zambia,Democratic Republic of the Congo,20.8
Zambia,China,12.9
Zambia,Kuwait,5.4
Zambia,UAE,4.6
Zimbabwe,South Africa,47.8
Zimbabwe,Zambia,20.5
